code,date,start,end,room,type,title,speakers,topics,level,url,abstract
5034,2026-09-14,13:00,17:00,"Venetian, Hall G Foyer, level 1",Activity,AU Merch Store,,,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783353809099001iAkK,"Take AU Home With You.

Visit the all-new AU Merch Store for exclusive Autodesk apparel, premium swag, and limited-edition AU collectibles. Celebrate the ideas, innovations, and connections that brought us together and grab a piece of the experience before it's gone.

Designed for the builders, makers, innovators, and visionaries shaping tomorrow."
5001,2026-09-15,06:00,08:00,"Venetian, Hall G, level 1",Meal,Breakfast,,,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783353804660001iJth,Grab coffee and a bite to eat to fuel your first day at AU.
AS1166-D,2026-09-15,06:00,07:00,Digital C,Technical Deep Dive,Stop Sharing Screens – Start Sharing Space: Practical XR for Model Coordination,"Joseph Huang, Principal, Architect, BIM Design Team Lead, Stantec | Raghavendra Bhat, Principal, Sr. BIM Integration Specialist, Stantec",Buildings | Forma Data Management Essentials | Navisworks Manage | Pype | Revit Cloud Worksharing | AECO | XR,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105088859001PK7W,"Immersive technologies are often promoted as the future of model coordination, yet most teams remain stuck in screen sharing and pilot demos. This session challenges that pattern, presenting a practical playbook for using shared immersive space as a deliberate coordination tool rather than a novelty. Through real project scenarios, it shows when XR enables faster understanding and better decisions, when desktop review works better, and how to structure immersive meetings so technical and non-technical stakeholders collaborate effectively. Hardware, visualization, and platforms matter – but only when paired with clear intent, facilitation, and decision focused workflows."
AS1569-D,2026-09-15,06:00,07:00,Digital AO,Technical Deep Dive,Multi-AI-Agent BIM Orchestration: Building Autonomous Query. Check. Fix Loops for Revit.,"Phuc Le, Account Technical Lead, Autodesk",Architecture services | Revit | AECO | Autodesk Platform Services (APS),,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105094052001PAES,"What if your Revit model could check itself—and fix what it finds—autonomously? This session will introduce a multi-agent system where specialized AI agents collaborate in a loop: a Query agent will read model data via Model Context Protocol (MCP), a QC agent will check it against configurable standards, and a Design agent will propose corrections - each previewed, human-approved, and audited before any write. The cycle will repeat until the model passes. We’ll demo three live scenarios: Naming Convention Fix, Parameter Completeness, and Geometry Checking - built with Revit MCP Server, Forma MCP, Python, LangGraph, and configurable YAML rules. We'll also cover transaction management, convergence control, and the points where human oversight remains essential."
AS1983-D,2026-09-15,06:00,07:00,Digital D,Technical Deep Dive,From Massing to Metrics: Integrating Autodesk Forma and Autodesk Forma Carbon Insights for Outcome-Based Design,"Jessica Carson, Architect, GHD Design | Isaac McCormack, Architect, GHD Design | Michael from Chile Sturm, Principal Implementation Consultant, Autodesk",Architecture services | Forma | Insight | Revit | AECO | MEP Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105104668001PXiN,"Around 80% of a building’s environmental impact is determined in the first 20% of design, yet this phase often relies on intuition rather than data. This presentation will introduce GHD’s outcome-based workflow that embeds predictive AI and cloud simulation into early design, providing carbon insights when decisions matter. Autodesk Forma (formerly Autodesk Construction Cloud) enables real-time evaluation of wind, thermal comfort, and early embodied carbon from simple massing models. As designs progress, Autodesk Forma Carbon Insights (formerly Autodesk Insight) calculates energy-use intensity and examines trade-offs between operational and embodied carbon. The result is an iterative, data-driven approach that integrates carbon performance into design and enables credible sustainability narratives from project inception."
AS2183-D,2026-09-15,06:00,07:00,Digital AR,Technical Deep Dive,Using MCP to Build Self-Improving AEC Data Workflows,"Nabil Sadeg, CTO, Nacorm",Architecture services | Autodesk Platform Services | Revit | AECO | Software Development,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105108546001Pspe,"Most architecture, engineering, and construction (AEC) data stays raw because processing it manually does not scale. This session will demonstrate a working pipeline where AI classifies documents, extracts structured information, enriches records, and validates outputs at every stage. Model Context Protocol (MCP) connects AI agents to Revit, Autodesk Platform Services, and Autodesk Forma (formerly Autodesk Construction Cloud), letting them read and write connected data across tools in a single workflow. A live walk-through of a real pipeline used on AEC projects will show how feedback loops capture user corrections so results improve with every iteration. You will leave with a reusable architecture pattern you can adapt to your own challenges, from tender analysis to intelligent models to construction submittals."
AS2196-D,2026-09-15,06:00,07:00,Digital CD,Technical Deep Dive,The Superb Guide to Easy Revit Rides On!,"Rina Sahay, BIM Lead, Wade Trim",Architecture services | AutoCAD | Civil 3D | Docs | Inventor | AECO | Community & Expert Elites,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105109670001P04Y,"The award-winning Superb Team continues with enhanced insights into the ever-expanding world of Revit software and its friends. Our lively conversation spiced with weird, wild, witty, and wonderful war stories will energize you with the latest and greatest developments in Revit 2027 and Autodesk Forma industry cloud. Discover wild and wonderful things to do with Revit using native tools or third-party software for reality capture, visualization, and AR/XR. Use interoperability with add-ins and other authoring and visualization software. Get a glimpse of the future with innovative use cases using AI. Discover more ways and means to enhance productivity. Join us for wise and fun pointers on how to be a fearlessly productive Revit Warrior."
AS2561-D,2026-09-15,06:00,07:00,Digital CF,Technical Deep Dive,Rendering Reality: The Rise of Gaussian Splats,"Logan Foster, Product Owner, Autodesk",Architecture services | 3ds Max 2 | AECO | Media & Entertainment,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105117526001PDyE,"Join industry experts from design visualization and VFX as they explore how Gaussian Splats and solutions from Autodesk Interactive Media & Entertainment are transforming digital workflows. Learn what these techniques are, how they enable highly accurate digital twins and immersive world building, and where they fit in real-world production pipelines. Through examples and firsthand insights, speakers will share what excites them about this approach—along with the practical pros, cons, and challenges of adopting it."
AS2698-D,2026-09-15,06:00,06:30,Digital CG,Technical Deep Dive,MCP on Autodesk Platform: Three Production Servers Across the Full Stack,"Jose Baquero, Senior Consultant MGF - AI Solutions, Avant Leap | Enrique Galicia Tovar, Director of Innovations and AI, AvantLeap",Architecture services | Autodesk Platform Services | Dynamo | Revit | AECO | Software Development,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105119743001P1b4,"Model Context Protocol (MCP) is the layer that lets AI agents access Autodesk tools, data, and APIs through a standardized interface. The firms building this infrastructure today will define the standard—not just use it. This session will go deep on three production MCP servers: revitDeploymentMCP (CI/CD pipeline as four AI-callable tools), a Dynamo MCP server (exposing Dynamo scripts for AI orchestration), and an Autodesk Platform Services Data Pipeline server (chaining the Model Derivative API, the Data Management API, and the Design Automation API without auth failures or silent webhook drops). Each server is examined at the architecture, implementation, and deployment levels. You’ll receive complete implementation patterns for all three."
AS2841-D,2026-09-15,06:00,07:00,Digital AS,Technical Deep Dive,Forma to Energy: AI-Powered Workflows for Carbon Insight,"Tetsuya Hishida, Principal Product Owner, Autodesk | Daniel Stine, Director of Design Technology, Lake Flato | Chris Balbach, Director of R&D, Performance Systems Development of NY, LLC",Architecture services | Forma | Insight | Revit | AECO | MEP Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105123006001PT79,"Energy and carbon analysis often arrives too late—after key decisions have been made. Despite tools like Autodesk Forma, Revit, and Insight software, most teams rely on manual, disconnected workflows that limit iteration. This session will introduce a connected, data-driven approach. By embedding performance data in BIM and using AI to generate simulation logic, teams can automatically produce carbon and energy analyses—earlier, more frequently, and without deep simulation expertise. Through a live demo, you’ll see design data flow from Autodesk Forma through Revit into automated workflows and into Insight for actionable results. Attend this class to learn how to replace one-off analysis with scalable, repeatable carbon workflows."
AS4166-D,2026-09-15,06:00,07:00,Digital AU,Technical Deep Dive,From Revit Stills to Stories: AI Video Workflows for Architectural Communication,"Qian Huang, Design Technology Specialist, HOK",Architecture services | 3ds Max 2 | Revit | AECO | Architecture,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105145240001P8zi,"Architects increasingly need to communicate design intent through motion before there is time or budget for traditional animation and for audiences who do not read drawings. This session shows how approved design assets from Revit based rendering views, diagrams, sketches, physical model, photos, can become short AI-assisted motion assets for design reviews, competitions, and client presentations. Attendees will learn a repeatable still-to-video workflow, see where AI video supports architectural communication and where it falls short, and apply QA guardrails for review and trust before using outputs in practice. A 5 minute case study assembled from 30 AI-assisted clips will also demonstrate how short generations become a coherent story."
AU2467-D,2026-09-15,06:00,07:00,Digital AV,Strategy Talk,From 2D to Digital Twin: Connecting Design to Oper,"Enrico Trovato, Head of AECO Automation & Intelligence, EssilorLuxottica",Desktop Connector | Capital Project Owners & Operators,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105114208001PZg7,"Retail construction still relies heavily on fragmented 2D documentation, creating a disconnect between design, construction, and operations. This session will explore how EssilorLuxottica is transforming that model by converting 2D assets into structured 3D BIM and building a connected digital lifecycle. By linking design data to Internet of Things (IoT) sensors and maintenance workflows, stores evolve from static deliverables into dynamic, data-driven digital twins. This session will present a scalable approach to connect design to operations, improve asset visibility, and enable predictive maintenance, turning retail environments into fully integrated intelligent assets."
AU4178-D,2026-09-15,06:00,06:30,Digital CJ,Strategy Talk,Do You Trust Me? Building Trustworthy AI for Design and Engineering Workflows,"Ousama Lakhdar-Ghazal, Director, Trusted AI & Privacy, Autodesk",None | Future Industry Innovations,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105146340001PP0K,"As AI becomes embedded in design and engineering tools, the question isn’t just what it can do—it’s whether you can trust it. This session will cover practical ways to make AI more reliable, including handling proprietary versus common design data—and validating outputs. You'll learn practical tactics for increasing the trustworthiness of AI models, with a focus on real-world challenges like distinguishing proprietary intellectual property from common design elements and validating the accuracy of AI-generated outputs. We’ll explore assessing inputs, adding safeguards, and creating feedback loops to improve performance over time—so you can adopt and build AI responsibly without sacrificing quality or compliance."
AU4189-D,2026-09-15,06:00,07:00,Digital CK,Strategy Talk,"Maximizing Autodesk Platform Services Value: Smarter Usage, Greater Control, AI-Ready Scale","Dwanill Mehta, Product Manager, Autodesk",Autodesk Platform Services (APS),,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105147454001Pmgq,"Autodesk Platform Services continues to evolve to better support how customers build, scale, and optimize applications in an increasingly AI-driven world. APIs and Model Context Protocols (MCPs) are becoming foundational to agentic AI workflows, making it more important than ever to understand and optimize Autodesk Platform Services use. This session will highlight the features Autodesk Platform Services is building to help you make the most of cloud APIs and MCPs, whether developing directly on Autodesk Platform Services or integrating through third-party applications. You’ll also see new capabilities that provide greater visibility and control, including Autodesk Platform Services reporting, cost management tools, and AI-powered usage prediction through Autodesk Assistant. Join us to learn how to scale with confidence and maximize value from Autodesk Platform Services."
AU4258-D,2026-09-15,06:00,07:00,Digital CL,Technical Deep Dive,"AI-Connected Workflows: Fusion, Claude, and MCP 101","Luke Mihelcic, Senior Manager,  Product & Technical Marketing - Design, Autodesk",Product Development,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105148140001Pi4i,"Discover how Autodesk Fusion, Claude, and MCP (Model Context Protocol) can work together to create smarter, more connected engineering workflows. This introductory session will explore how conversational AI can assist with design, automation, scripting, documentation, and workflow generation inside Fusion environments, while MCP enables secure connections between AI, tools, and data sources. Attendees will learn foundational concepts, practical integration examples, and real-world use cases that demonstrate how AI-driven workflows can improve productivity, collaboration, and decision-making across product development and manufacturing."
BES1245-D,2026-09-15,06:00,07:00,Digital F,Technical Deep Dive,A.I. Without Chaos: AutoCAD and Revit Plugin Development with Spec-Driven Development,"Fernando Malard, Chief Technology Officer, ofcdesk, LLC",Engineering service providers | AutoCAD | Revit | AECO | Software Development,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105090003001PdBx,"AI coding tools are changing how software is developed in architecture, engineering, construction, and operations (AECO). Inconsistent outputs, lack of standards, and tight coupling to platform APIs often lead to fragile and unstable plug-ins. This class will introduce Spec-Driven Development (SDD) as a practical, tool-agnostic approach to bring structure and reliability to AI-assisted development. Instead of prompts and chat history, SDD uses persistent specifications as the source of truth. Using plug-ins in AutoCAD and Revit software, we’ll demonstrate how to separate business logic from platform-specific implementations. You’ll learn how SDD can use modern AI tools such as OpenAI Codex to transform AI from a source of chaos into a controlled software development asset."
BES1377-D,2026-09-15,06:00,07:00,Digital G,Technical Deep Dive,Building Custom AEC Apps in Minutes: AI-Assisted Development with FORMA and VIKTOR.AI,"Peter Madlener, CEO, VIKTOR | Jordana Rosa, Autodesk",Engineering service providers | Autodesk Platform Services | Forma | Revit | AECO | Structural Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105091704001P45J,"Design teams increasingly need trusted workflows that connect Autodesk Forma, Autodesk Platform Services (APS), agentic AI, engineering tools, proprietary company knowledge, and cloud automation to solve real project challenges. This session explores how organizations can use open APIs and modern development platforms to build custom applications and intelligent workflows around Forma Site Design and Building Design.

Attendees will learn how to integrate project data, automate engineering and design processes, connect cloud services, and extend Autodesk workflows with company-specific logic. We will also introduce the Autodesk Marketplace and discuss how developers can package and distribute solutions that strengthen the Autodesk ecosystem.

Using VIKTOR.AI as the application, workflow, and agentic automation layer, we will demonstrate how Autodesk technologies can be combined with AI, engineering software, and internal knowledge. We will show how organizations can move beyond isolated AI prompts by creating transparent, controlled, and verifiable workflows in which agents execute tasks, use engineering tools, and present traceable results for expert review."
BES1547-D,2026-09-15,06:00,07:00,Digital AW,Technical Deep Dive,Agentic AI Running Project Workflows in Autodesk Forma with MCP,"Farzad Towhidi, Senior Group Product Manager, Product Data, Autodesk | Luis Salmeron, Senior Digital Systems Engineer, Professional Engineering Consultants (PEC)",Engineering service providers | Autodesk Platform Services | Forma | Forma Data Management Essentials | AECO | Software Development,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105092955001PXJZ,"This session will explore how PEC is implementing agentic AI to run real project workflows within Autodesk Forma (formerly Autodesk Construction Cloud). By using a Model Context Protocol (MCP) server as a governed orchestration layer, AI agents can securely connect to Autodesk APIs, query live project data, perform QA/QC checks, and execute tasks across project systems. You’ll see how this architecture moves beyond automation into true workflow execution—enabling scalable, consistent, and intelligent project delivery. We’ll share real-world examples, implementation strategies, and lessons learned to help teams begin adopting AI-driven workflows today."
BES1631-D,2026-09-15,06:00,06:30,Digital AX,Strategy Talk,Boosting Autodesk Development Using AI with AutoLISP and C# .NET,"Todd Schmoock, Implementation Consultant, Graitec | James Johnson, Application Developer, Synergis Software",Engineering service providers | AutoCAD | AutoCAD Architecture | AutoCAD Electrical | AutoCAD Mechanical | AECO | AutoCAD & General Design,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105096869001PcRP,"Learn how to use AI as a practical coding assistant to accelerate AutoCAD development. This 30-minute strategy session will show how AI can generate AutoLISP routines and C# .NET code, assist with debugging, and support code translation—enabling faster iteration and higher-quality results. Attendees will gain strategies to evaluate AI-generated code, integrate it into existing projects, and apply AI-assisted workflows effectively across both legacy and modern Autodesk development."
BES2240-D,2026-09-15,06:00,07:00,Digital H,Technical Deep Dive,Which Revit Structural Model to Use for Analysis? Analytical or Physical or Both?,"Marcello Sgambelluri, Director of Advanced Design Technology, AG&E",Engineering service providers | Revit | AECO | Structural Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105111949001P9BI,"This class will explore whether structural analysis workflows in Revit software should rely on the analytical model, the physical model, or a hybrid of both. Traditionally, structural analysis platforms use only the analytical model to translate geometry and structural properties from Revit. Why limit workflows to just the analytical model? With analytical and physical models now able to act independently, users can choose which representation best fits their needs. This class will compare approaches and evaluate when each method—or a combined strategy—provides the most reliable and efficient structural analysis workflow. We’ll also explore customizing structural analysis tools to accept physical model geometry."
BES2251-D,2026-09-15,06:00,07:00,Digital J,Technical Deep Dive,AI for Ideation: Telling a good story with Generative AI and Autodesk Platform Services (APS),"Andrell Laniewicz, East Region RBG Digital Delivery Lead, HDR | Zachary Smith, Autodesk Platform Developer, HDR",Engineering service providers | Autodesk Platform Services | Forge | AECO | Architecture,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105112530001P9jD,"Imagine this scenario: You’re a developer and a user identifies a problem that, when solved, could save hundreds of hours per project. Moreover, there doesn’t appear to be a solution on the market that solves this problem adequately, so you get to build something. In an industry where users are more likely to buy a story than a product, how do we tell a good story? This discussion will center around our approach to collaboratively translating ideas into prototypes. We’ll use generative AI and Autodesk Platform Services as our low-barrier-to-entry tools for the code, and demonstrate the value of building trust in the solution by building it together."
BES2972-D,2026-09-15,06:00,07:00,Digital AY,Technical Deep Dive,Revit MEP Fundamentals and New Tricks,"Matthew Collier, Technical Product Manager, IMEG Corp. | Sean Fruin, Mechanical Applications Product Owner, IMEG",Engineering service providers | Revit | AECO | MEP Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105125218001PpZh,"Many teams still rely on outdated Revit MEP habits that slow coordination and create inconsistent models. This session will cover how to build a strong foundation in spaces, connectors, systems, circuits, and documentation. Then we’ll show how recent Revit improvements support better analysis, clearer panel and circuit workflows, improved analytical visibility for duct and pipe systems, and a smoother path from design to fabrication. We’ll share practical methods that help newer users build confidence and experienced users work faster, model more accurately, and reduce rework."
BES3063-D,2026-09-15,06:00,07:00,Digital AZ,Strategy Talk,"Connecting BIM to Citizen-Scale Digital Twins: Sustainability, Compliance & Connected Infrastructure","Francesco Cappilli, Head of Digital Engineering, Infrastrutture Milano Cortina 2026 Spa",Engineering service providers | Build | Civil 3D | Revit | Workshop XR | AECO | Civil Engineering,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105127437001PBsZ,"SIMICO S.p.A delivered infrastructure to the 2026 Winter Olympics (Livigno, Cortina, Milano, Verona, Bormio) using a full Autodesk pipeline: Autodesk Forma (formerly Autodesk Construction Cloud), Autodesk Forma Build, Autodesk Platform Services, Revit, Civil 3D, AutoCAD, and Navisworks software. Autodesk Forma and Autodesk Build managed cost, schedule, and field workflows. Autodesk Platform Services connected everything bidirectionally. This Autodesk-Azure dual common data environment (CDE) enabled a complex environment where BIM authoring changes synced with Forma cost tracking, Build field logs, and compliance docs. These pipelines preserved data integrity from Autodesk tools to digital XR experiences (VR/AR/pixel streaming), making the twin accessible to all stakeholders. Tailored as such, this system delivered an organic ecosystem, reducing risk and accelerating decisions on complex public infrastructure in Italy."
BES3266-D,2026-09-15,06:00,06:30,Digital BA,Strategy Talk,AI Changes the Cost Curve but Connected Data Changes Value Creation,"Knut Ramstad, CTO and Partner, Registered Architect, Nordic Office of Architecture | Marius Jablonskis, Digital Transformation Leader, Norconsult ASA",Engineering service providers | None | AECO | Structural Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105129651001P9u0,"AI is often discussed in terms of efficiency, but the bigger shift may be how connected data improves the quality, consistency, and usefulness of expert delivery. This session will share Norconsult’s perspective on how AI and connected data are beginning to influence decision support, delivery workflows, and client value across architecture, engineering, construction, and operations (AECO). We’ll explore why the impact goes beyond isolated productivity gains, where connected data makes AI more relevant in practice, and what leaders should consider as technology starts to affect how value is created in engineering and project delivery. The session will focus on practical implications and lessons emerging from real industry needs."
BES3331-D,2026-09-15,06:00,07:00,Digital CN,Technical Deep Dive,Continuous vs. Periodic Clash Detection : Can Model Coordination and Autodesk AI replace Navisworks?,"Anas Poshekar, Associate Sr. BIM Coordinator, Burns & McDonnell India",Engineering service providers | Cloud Worksharing | Forma | Revit | AECO | Preconstruction,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105131309001Pwxx,"Is the Navisworks silo holding your project back? For 20 years, coordination was a ""once a week"" event locked on a desktop. No more. This session will explore the leap to continuous, cloud-native coordination in Autodesk Forma (formerly Autodesk Construction Cloud). We’ll dive into how Model Coordination democratizes BIM, using Autodesk AI and Autodesk Assistant to validate clashes against specs in real time. Learn to ditch static PDF reports for a closed-loop workflow that connects designers directly to fixes. We’ll settle the debate: Where does Model Coordination win, and when do you still need the Navisworks ""power user"" kit? Join us to build a road map for a faster, AI-augmented and integrated future. Stop clashing. Start coordinating."
BES3454-D,2026-09-15,06:00,06:30,Digital BB,Technical Deep Dive,"End-to-End Drainage Design with Forma, InfoDrainage and Civil 3D","Javier Soto, Product Management Engineer/Mgr, Autodesk",Engineering service providers | Civil 3D | Forma | InfoDrainage | AECO | Civil Engineering,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105132956001POm3,"InfoDrainage and Autodesk Forma will soon work together as part of a connected workflow for site drainage design. In this session, you'll work with Civil 3D and InfoDrainage models hosted in Forma, using live references such as surfaces and CAD background data to keep design information connected across applications. 

 Starting from a site design, you'll develop and optimize a drainage network in InfoDrainage, leveraging connected site data to accelerate hydrologic design. 

 The workflow continues with dynamic hydraulic simulation, exceedance assessment, and review of results, followed by compliance-ready reporting. The session concludes by synchronizing the completed drainage design back to Civil 3D, demonstrating a streamlined, connected workflow from site model to validated drainage design."
BES3590-D,2026-09-15,06:00,06:30,Digital CO,Technical Deep Dive,APS GraphQL in Production: AEC & MFG Patterns from Analytics to AI Agents,"Kevin Vandecar, Sr Mgr, Technology Consulting, Autodesk",Engineering service providers | Docs | Forma | Fusion | AECO | Autodesk Platform Services (APS),,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105135683001P6gX,"Autodesk's Data Model APIs for architecture, engineering, and construction (AEC) and manufacturing (MFG) use GraphQL—unlocking richer integrations and AI-powered workflows. But GraphQL differs from REST in ways that quietly break production systems. Our team has shipped analytics dashboards, workflow automation, and Model Context Protocol (MCP) servers, letting AI agents query live design data. We've hit the pitfalls so you don't have to. This session will deliver production-proven patterns: query design for AEC/MFG data models, partial-success error handling, enterprise authentication, mutation patterns, and AI-agent enablement via MCP. We’ll also highlight the underused GraphQL capabilities in the User Profile API. Real examples. Real lessons. Patterns that work from day one."
BES3601-D,2026-09-15,06:00,07:00,Digital CP,Technical Deep Dive,Bridging BIM and Hydraulics: Civil 3D and InfoWorks WS Pro for Smart Pressure Networks,"Nathan Gerdts, Senior Product Manager, Autodesk",Engineering service providers | Civil 3D | InfoWorks WS Pro | AECO | Civil Engineering,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105136232001Pk7y,"Discover a new integration between Civil 3D and InfoWorks WS Pro software that connects BIM-based pressure pipe network design with detailed hydraulic analysis. See how bidirectional data exchange helps teams create constructable 3D networks using real parts while validating pressure, flow, and performance in InfoWorks WS Pro. Learn how this workflow improves design quality, reduces rework, and supports more-cost-effective outcomes. An industry expert will share real-world workflows, key benefits, lessons learned, and practical recommendations for successful adoption."
BES4067-D,2026-09-15,06:00,07:00,Digital BC,Strategy Talk,Agents of Change: Mastering Agentic AI and MCP Workflows for the Multi-Discipline AEC Firm,"Michael Gustafson, SVP of Strategic Growth, QNECT LLC | Andrew Sundal, Structural Engineer/Comp Design Specialist, HGA",Engineering service providers | Docs | Revit | AECO | Structural Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105142483001PUlQ,"The AEC industry is undergoing a paradigm shift where the lines between software developers, industry groups, and design firms are blurring. This session explores how AI strategies are being collaboratively shaped to move beyond basic research into high-impact implementation within multi-discipline engineering environments. We will examine the evolution of AI maturity, moving from foundational context engineering to the deployment of agentic services and Model Context Protocols (MCPs) that automate complex engineering tasks. Drawing on real examples, business leaders will gain a clear view of the emerging landscape and a practical way to balance AI’s potential against the demands of modern design practice."
BLD1110-D,2026-09-15,06:00,07:00,Digital BD,Strategy Talk,Unified Production Environment: How AI and Data Transformed Ramboll’s Engineering,"Marc Sleegers, Sr Principal, Business Consultant, Autodesk | David Thomson, Principle Product Owner Digital Design, Ramboll",Buildings | Civil 3D | Forma | Model Coordination | Revit | AECO | Impact & Sustainability,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105087750001PC1d,"Ramboll is reinventing itself as a data-centered, AI‑powered engineering firm. Through its Together for Better Outcomes (T4BO) partnership with Autodesk, Ramboll has productized a unified production environment (UPE) to accelerate AI adoption. By embedding the Autodesk AI tool Autodesk Assistant into daily workflows, productivity increases while more-sustainable client value is delivered. This session will show how data-centered design and AI‑assisted engineering are transforming project delivery and ways of working, reinforcing Ramboll’s role as a partner for sustainable change. We’ll share tangible outcomes, such as higher delivery quality, deeper sustainability insights, and increased project capacity without adding headcount."
BLD1669-D,2026-09-15,06:00,07:00,Digital CQ,Technical Deep Dive,Connecting AECO Workflows End-to-End with the Autodesk Forma Industry Cloud,"Joey Matla, Principal Customer Success Manager, Autodesk | Alejandra Beaujon, Sr Implementation Consultant, Autodesk",Buildings | Build | Docs | Forma | Model Coordination | Quantity Takeoff | AECO | Architecture,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105098563001Psa2,"See how architecture, engineering, construction, and operations (AECO) teams connect planning, design, coordination, and construction workflows in a single AI and data-driven environment using the Autodesk Forma industry cloud. This technical and practical deep dive will walk through real workflows—from site planning in Autodesk Forma to design in Revit software, coordination in Forma Design Collaboration, and execution in Forma Build. Learn how data flows through Autodesk Data Management as a common data environment, preserving decisions across phases with practical examples. Explore practical AI-powered use cases such as rapid design iteration, automated analysis, and model-based coordination. And discover how to reduce manual work, improve collaboration, and implement connected workflows across the AECO lifecycle."
BLD1826-D,2026-09-15,06:00,07:00,Digital K,Technical Deep Dive,From Change to Clarity: Better Multidiscipline Coordination Model in Revit and Autodesk Forma Data Management,"Leslaw Janus, Senior Principal Experience Designer, Autodesk | Mihaela Stan, Sr. Manager, Software Development, Autodesk",Buildings | BIM Collaborate | BIM Collaborate Pro | Forma Data Management Essentials | Revit | AECO | Structural Engineering & Fabrication,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105101344001PLQx,"Discover how to effectively use Revit software’s Coordination Model Changes to monitor and manage updates across disciplines. In this hands-on session, architects and engineers will learn practical methods to detect, review, and act on element changes directly within their models. The session will cover step-by-step workflows for identifying additions, deletions, and modifications, using visual cues, filters, and structured object data. You’ll also explore how to assess geometry, properties, and transformations of updated elements to support better decision making. By the end, you’ll be able to reduce manual coordination effort, improve accuracy, and confidently integrate change tracking into your daily Revit workflows."
